text,emotion,processed_text
"thầy hay để thầy khác dạy thế , thầy dạy thế dạy không hiểu bài thầy dạy thế không cùng cách dạy với thầy wzjwz151 .",negative,thầy hay để thầy khác dạy thầy dạy dạy hiểu bài thầy dạy cùng cách dạy thầy wzjwz
tổ chức tham quan doanh nghiệp .,positive,tổ chức tham quan doanh nghiệp
giáo viên năng động .,positive,giáo viên năng động
"thầy lên lớp đúng giờ , nhiệt tình trong giờ lên lớp , truyền đạt khá đầy đủ kiến thức .",positive,thầy lên lớp đúng giờ nhiệt tình giờ lên lớp truyền đạt khá đầy đủ kiến thức
"giảng bài dễ hiểu , vui nhộn .",positive,giảng bài dễ hiểu vui nhộn
chất lượng tốt không cần cải tiến .,positive,chất lượng tốt cải tiến
thầy giảng bài quá nhanh .,negative,thầy giảng bài nhanh
cần sử dụng web môn học để thông báo điểm thi cho sinh viên .,negative,sử dụng web môn học để thông báo điểm thi sinh viên
thầy dạy nhanh quá và ít cho bài tập về nhà .,negative,thầy dạy nhanh ít bài tập về nhà
ít bài tập trên moodle .,negative,ít bài tập moodle
rất tận tâm nhiệt tình với sinh viên .,positive,tận tâm nhiệt tình sinh viên
thầy cho bài tập ví dụ làm ngay trên giờ học lý thuyết nên dễ nhớ hơn và nếu có chưa hiểu chỗ nào ngay trên ví dụ cũng đc thầy giải đáp ngay .,positive,thầy bài tập ví dụ làm ngay giờ học lý thuyết dễ nhớ hơn nếu chưa hiểu chỗ nào ngay ví dụ đc thầy giải đáp ngay
đọc slide từ đầu tới cuối .,negative,đọc slide đầu tới cuối
phương pháp giảng dạy của giảng viên chưa tạo được sự chủ động cho sinh viên .,negative,phương pháp giảng dạy giảng viên chưa tạo sự chủ động sinh viên
"giảng viên nhiệt tình , vui vẻ , phương pháp truyền đạt kiến thức rất hiệu quả .",positive,giảng viên nhiệt tình vui vẻ phương pháp truyền đạt kiến thức hiệu quả
"tận tâm , giảng dễ hiểu .",positive,tận tâm giảng dễ hiểu
mong thầy giảng dạy ở những môn tiếp theo .,positive,mong thầy giảng dạy những môn tiếp theo
nên cho sinh viên những đề thi thử môn tiếng anh sao cho gần tương tự trong đề thi thật để kết quả học tập nâng cao .,negative,sinh viên những đề thi thử môn tiếng sao gần tương tự đề thi thật để kết quả học tập nâng cao
"mong thầy có thể "" chấp nhận "" những sinh viên trung bình , yếu .",negative,mong thầy có thể chấp nhận những sinh viên trung bình yếu
"thầy dạy tốt , giọng nói to rõ .",positive,thầy dạy tốt giọng nói to rõ
hậu quả họ phải chép lẫn nhau .,negative,hậu quả họ chép lẫn nhau
"nhiệt tình , dạy hay .",positive,nhiệt tình dạy hay
môn học cần thiết và thiết thực với ngành học .,negative,môn học cần thiết thiết thực ngành học
phần thực hành này học 3 buổi .,neutral,phần thực hành học buổi
thầy nói tiếng anh có đôi chút khó hiểu .,negative,thầy nói tiếng đôi chút khó hiểu
thầy cần tương tác với sinh viên và hướng dẫn chi tiết hơn trong những ví dụ .,negative,thầy tương tác sinh viên hướng dẫn chi tiết hơn những ví dụ
cập nhật nguồn tài liệu cho sinh viên .,negative,cập nhật nguồn tài liệu sinh viên
các thông tin không được tải lên moodle .,negative,các thông tin tải lên moodle
omg .,negative,omg
cô nhiệt tình trong giảng dạy .,positive,cô nhiệt tình giảng dạy
"thầy tận tâm , nhiệt tình , có chia sẻ những kinh nghiệm học tập .",positive,thầy tận tâm nhiệt tình chia sẻ những kinh nghiệm học tập
giảng viên vừa dạy vừa vui tính làm cho buổi học không buồn tẻ .,positive,giảng viên vừa dạy vừa vui tính làm buổi học buồn tẻ
mới chỉ là giới thiệu phương pháp cho không dạy cách sử dụng phương pháp .,negative,mới chỉ giới thiệu phương pháp dạy cách sử dụng phương pháp
"có kinh nghiệm , vui vẻ nhiệt tình .",positive,kinh nghiệm vui vẻ nhiệt tình
"có mở rộng nội dung giới thiệu về một số nền tẳng mới như doubledot blackbery , tizen nền tảng đa ứng dụng doubledot phonegap , titanium , zun .",positive,mở rộng nội dung giới thiệu về một số nền tẳng mới như doubledot blackbery tizen nền tảng đa ứng dụng doubledot phonegap titanium zun
các bài tập hay .,positive,các bài tập hay
"giảng viên đến lớp đúng giờ , tận tâm .",positive,giảng viên đến lớp đúng giờ tận tâm
cô đi dạy đúng giờ .,positive,cô đi dạy đúng giờ
giới thiệu mục tiêu của môn học nên cụ thể hơn và cách áp dụng môn học vào thực tiễn sau khi ra trường .,negative,giới thiệu mục tiêu môn học cụ thể hơn cách áp dụng môn học vào thực tiễn khi ra trường
tạo sự vui vẻ trong mỗi tiết học .,positive,tạo sự vui vẻ mỗi tiết học
thầy dạy rất hay và rất nhiệt tâm .,positive,thầy dạy hay nhiệt tâm
thầy hay tạo niềm vui hứng thú cho lớp .,positive,thầy hay tạo niềm vui hứng thú lớp
"môn học này là không cần thiết đối với sinh viên , nó không cung cấp được điều gì rõ ràng và bổ ích .",negative,môn học cần thiết đối với sinh viên nó cung cấp điều gì rõ ràng bổ ích
thầy rất nhiệt tình và đến lớp đúng giờ .,positive,thầy nhiệt tình đến lớp đúng giờ
"cho sinh viên nói với bạn , giao tiếp tất cả trong lớp bằng tiếng anh .",neutral,sinh viên nói giao tiếp tất cả lớp bằng tiếng
"em mong những lần sau thầy hãy gom lại những phần xử lý giống nhau vào một câu thôi , sinh viên làm được phần này đương nhiên sẽ làm được phần kia .",negative,mong những lần thầy hãy gom lại những phần xử lý giống nhau vào một câu thôi sinh viên làm phần đương nhiên làm phần
nên có nhiều tiết giải bài tập hơn .,negative,nhiều tiết giải bài tập hơn
hồ trợ tốt cho sinh viên tự tìm hiểu .,positive,hồ trợ tốt sinh viên tự tìm hiểu
lớp học ồn .,negative,lớp học ồn
thầy cho chép lý thuyết chung chung quá !,negative,thầy chép lý thuyết chung chung
"thầy truyền đạt rất tốt , rất lôi cuốn và thuyết phục .",positive,thầy truyền đạt tốt lôi cuốn thuyết phục
"cô dạy tận tâm , nhưng cách dạy nặng về ngữ pháp nên nhàm chán .",negative,cô dạy tận tâm nhưng cách dạy nặng về ngữ pháp nhàm chán
"cô giáo tận tâm , dễ gần .",positive,cô giáo tận tâm dễ gần
thầy dạy tương đối dễ hiểu .,positive,thầy dạy tương đối dễ hiểu
"nhiều bạn trong lớp đã phải mua thêm ram , ổ cứng để đáp ứng nhu cầu .",negative,nhiều lớp mua thêm ram ổ cứng để đáp ứng nhu cầu
cô dạy vui vẻ dễ hiểu .,positive,cô dạy vui vẻ dễ hiểu
"em nghĩ cần có thêm nhiều tài liệu hướng dẫn giải bài tập , học môn này hơn để sinh viên có thể tự học .",negative,nghĩ thêm nhiều tài liệu hướng dẫn giải bài tập học môn hơn để sinh viên có thể tự học
giảng viên có khả năng truyền đạt tốt dễ hiểu .,positive,giảng viên khả năng truyền đạt tốt dễ hiểu
"dễ hiểu , biết lắng nghe ý kiến sinh viên , đáp ứng mọi yêu cầu của sinh viên .",positive,dễ hiểu biết lắng nghe ý kiến sinh viên đáp ứng mọi yêu cầu sinh viên
lúc đầu có thống nhất không làm đồ án nhưng cuối cùng lại bắt sinh viên làm đồ án làm sinh viên bất ngờ !,negative,lúc đầu thống nhất làm đồ án nhưng cuối cùng lại bắt sinh viên làm đồ án làm sinh viên bất ngờ
nên có thêm nhiều kỳ thi để đánh giá kết quả học tập của sinh viên .,negative,thêm nhiều kỳ thi để đánh giá kết quả học tập sinh viên
giảng viên hay đi công tác .,negative,giảng viên hay đi công tác
cách truyền đạt bài giảng .,neutral,cách truyền đạt bài giảng
slide giảng dạy và slide trên moodle chưa thật sự đồng bộ với nhau .,negative,slide giảng dạy slide moodle chưa thật sự đồng bộ nhau
cách giảng của thầy rất hay .,positive,cách giảng thầy hay
"cô dạy nhiệt tình , gần gũi và truyền đạt dễ hiểu .",positive,cô dạy nhiệt tình gần gũi truyền đạt dễ hiểu
"phân bố lại chương trình học , cụ thể là thầy fraction cô nên xem xét lại phần sort các loại sort khó nhất đặt cuối cùng , rất khó để học cùng lúc và trễ phần code rất khó để hiểu nên nên được học sớm .",negative,phân bố lại chương trình học cụ thể thầy fraction cô xem xét lại phần sort các loại sort khó nhất đặt cuối cùng khó để học cùng lúc trễ phần code khó để hiểu học sớm
"thời gian lên lớp đảm bảo , bám sát yêu cầu của bài học .",positive,thời gian lên lớp đảm bảo bám sát yêu cầu bài học
thầy tận tâm nhiệt tình .,positive,thầy tận tâm nhiệt tình
"phần thực hành môn hệ điều hành linux cần máy tính cấu hình mạnh để chạy 4 máy ảo cùng lúc , do yêu cầu của môn học thực hành .",negative,phần thực hành môn hệ điều hành linux máy tính cấu hình mạnh để chạy máy ảo cùng lúc do yêu cầu môn học thực hành
nhiều seminar .,negative,nhiều seminar
"hình dung chưa, câu mà thầy hay hỏi nhất .",negative,hình dung chưa câu mà thầy hay hỏi nhất
"dạy dễ hiểu , dễ nắm bắt kiến thức .",positive,dạy dễ hiểu dễ nắm bắt kiến thức
thầy chuyên nghiệp trong cách giảng dạy và rất nhiệt tâm .,positive,thầy chuyên nghiệp cách giảng dạy nhiệt tâm
"giáo viên lên lớp nhưng không giúp sinh viên hiểu bài và chỉ làm việc riêng của mình , mặc lớp thực hành bên dưới .",negative,giáo viên lên lớp nhưng giúp sinh viên hiểu bài chỉ làm việc riêng mặc lớp thực hành bên
thầy nên nói chậm lại và phát âm chuẩn hơn .,negative,thầy nói chậm lại phát âm chuẩn hơn
"nhiệt tình , liên hệ những vấn đề có liên quan rất tốt , bài tập hay .",positive,nhiệt tình liên hệ những vấn đề liên quan tốt bài tập hay
"môn học cần "" mở "" hơn !",negative,môn học mở hơn
"thầy thường cho bài tập củng cố kiến thức , bài tập phong phú , bao quát kiến thức lý thuyết đã học .",positive,thầy thường bài tập củng cố kiến thức bài tập phong phú bao quát kiến thức lý thuyết học
"thầy lý thuyết thì nói thầy thực hành phụ trách , thầy thực hành thì đổ lỗi cho khoa và thầy lý thuyết chưa phối hợp ăn ý .",negative,thầy lý thuyết thì nói thầy thực hành phụ trách thầy thực hành thì đổ lỗi khoa thầy lý thuyết chưa phối hợp ăn ý
nhiệt tình và giúp sinh viên rèn luyện kỹ năng tốt .,positive,nhiệt tình giúp sinh viên rèn luyện kỹ năng tốt
cô rất nhiệt tình với học sinh với từng bài giảng .,positive,cô nhiệt tình học sinh từng bài giảng
nên hướng dẫn cụ thể và có ví dụ dễ hiểu cho từng nội dung môn học .,negative,hướng dẫn cụ thể ví dụ dễ hiểu từng nội dung môn học
"em thấy trong lúc giảng , thầy ví dụ rất sinh động , dễ hiểu .",positive,thấy lúc giảng thầy ví dụ sinh động dễ hiểu
"phòng thiết bị khoa wzjwz49 cần được chuyển sang phòng khác rộng hơn , thay vì là phòng nhỏ tí như cái kho , cần cho nhân viên vệ sinh thường xuyên , bụi đóng dày cả lớp , thiết bị ở phòng thực hành cần thường xuyên xem xét sửa chữa xem có đứt dây , lỏng hay hư hỏng gì không , vệ sinh bụi .",negative,phòng thiết bị khoa wzjwz chuyển sang phòng khác rộng hơn thay vì phòng nhỏ tí như cái kho nhân viên vệ sinh thường xuyên bụi đóng dày cả lớp thiết bị phòng thực hành thường xuyên xem xét sửa chữa xem đứt dây lỏng hay hư hỏng gì vệ sinh bụi
thầy chấm điểm gắt .,negative,thầy chấm điểm gắt
giọng thầy hơi khó nghe một xíu .,negative,giọng thầy hơi khó nghe một xíu
"thầy tâm huyết , vui vẻ nhiệt tình giải đáp thắc mắc của sinh viên .",positive,thầy tâm huyết vui vẻ nhiệt tình giải đáp thắc mắc sinh viên
nội dung không liên quan gì nhiều về chuyên ngành .,negative,nội dung liên quan gì nhiều về chuyên ngành
thầy giảng nội dung khó hiểu .,negative,thầy giảng nội dung khó hiểu
giảng viên cần phải giảng và hướng dẫn thực hành từng bài học của mỗi buổi học để sinh viên hiểu và thực hành được .,negative,giảng viên giảng hướng dẫn thực hành từng bài học mỗi buổi học để sinh viên hiểu thực hành
"thầy giảng rất chán , không giải đáp hết thắc mắc cho sinh viên .",negative,thầy giảng chán giải đáp hết thắc mắc sinh viên
giao bài tập về nhà để sinh viên hoàn thành và giờ sau lên bảng giải lấy điểm cộng .,positive,giao bài tập về nhà để sinh viên hoàn thành giờ lên bảng giải lấy điểm cộng
"cô dạy rất nhiệt tình , giảng bài dễ hiểu , luôn giải quyết mọi vấn đề thắc mắc một cách chi tiết , cụ thể .",positive,cô dạy nhiệt tình giảng bài dễ hiểu luôn giải quyết mọi vấn đề thắc mắc một cách chi tiết cụ thể
làm bài tập dễ hiểu .,positive,làm bài tập dễ hiểu
"dạy thiên về lý thuyết nhiều , nên kết hợp cả lý thuyết và bài tập vận dụng trong cùng một buổi học để sinh viên dễ dàng nắm bài .",negative,dạy thiên về lý thuyết nhiều kết hợp cả lý thuyết bài tập vận dụng cùng một buổi học để sinh viên dễ dàng nắm bài
"cách dạy của thầy cứ như là đọc chữ trong slide ra , không bao giờ có ví dụ , có demo cụ thể , sinh động .",negative,cách dạy thầy cứ như là đọc chữ slide ra bao giờ ví dụ demo cụ thể sinh động
"cô rất quan tâm sinh viên , giảng dạy kỹ lưỡng nhiều vấn đề .",positive,cô quan tâm sinh viên giảng dạy kỹ lưỡng nhiều vấn đề
giáo viên hướng dẫn thực hành tận tình khi sinh viên có câu hỏi .,positive,giáo viên hướng dẫn thực hành tận tình khi sinh viên câu hỏi
được trải nghiệm thực tế sẽ giúp cho môn học thêm phần thú vị và sự thú vị đó sẽ tạp động lực cho sinh viên tự tìm hiểu sau này .,negative,trải nghiệm thực tế giúp môn học thêm phần thú vị sự thú vị tạp động lực sinh viên tự tìm hiểu sau này
"nộp báo cáo giữa kỳ không có hồi đáp , đến lúc báo cáo cuối kỳ thì lại bảo đề tài các em báo cáo không được phép chọn , mặc dù đề tài có trong danh sách giảng viên up lên moodle .",negative,nộp báo cáo kỳ hồi đáp đến lúc báo cáo cuối kỳ thì lại bảo đề tài các báo cáo phép chọn mặc dù đề tài danh sách giảng viên up lên moodle
phòng wzjwz64 lắp đèn gây khó chịu mắt quá .,negative,phòng wzjwz lắp đèn gây khó chịu mắt
trang thiết bị phòng học cần được nâng cấp .,negative,trang thiết bị phòng học nâng cấp
"tận tâm , dễ hiểu .",positive,tận tâm dễ hiểu
"mong thầy đừng áp đặt sinh viên doubledot "" các kiến thức này các em đã học ở môn tấn công mạng rồi nên thầy không nói sâu về nó nữa "" .",negative,mong thầy đừng áp đặt sinh viên doubledot các kiến thức các học môn tấn công mạng rồi thầy nói sâu về nó nữa
giao tiếp tốt với sinh viên .,positive,giao tiếp tốt sinh viên
"em cảm thấy áp lực và không thoải mái trao đổi với thầy , hỏi thầy mà thầy không trả lời .",negative,cảm thấy áp lực thoải mái trao đổi thầy hỏi thầy mà thầy trả lời
"nên trang bị mới loa và micro , vệ sinh phòng học .",negative,trang bị mới loa micro vệ sinh phòng học
các bài tập về nhà và bài tập kiểm tra tại lớp giúp tụi em chú tâm vào học tập hơn .,positive,các bài tập về nhà bài tập kiểm tra tại lớp giúp tụi chú tâm vào học tập hơn
nên giảng dạy chi tiết hơn .,negative,giảng dạy chi tiết hơn
slide bài giảng đầy đủ rõ ràng giáo viên đúng giờ .,positive,slide bài giảng đầy đủ rõ ràng giáo viên đúng giờ
mặt còn không biết thì giảng dạy cái gì đây .,negative,mặt biết thì giảng dạy cái gì
tương tác với sinh viên .,neutral,tương tác sinh viên
giữ nguyên hình thức cũ !,neutral,giữ nguyên hình thức cũ
điểm danh vấn đề đi học thông qua việc lên sửa bài tập hơi gắt chút .,negative,điểm danh vấn đề đi học thông qua việc lên sửa bài tập hơi gắt chút
giảng viên đưa ra bài tập cụ thể .,positive,giảng viên đưa ra bài tập cụ thể
"giảng viên thường xuyên trao đổi thông tin học tập với sinh viên , đốc thúc , khích lệ tinh thần học tập của sinh viên .",positive,giảng viên thường xuyên trao đổi thông tin học tập sinh viên đốc thúc khích lệ tinh thần học tập sinh viên
"phát âm của cô hơi sai , đặc biệt phần chữ th .",negative,phát âm cô hơi sai đặc biệt phần chữ th
"thầy dễ gần , tận tình .",positive,thầy dễ gần tận tình
có nhiều thời gian hơn để gặp giáo viên và thực hành trên lớp .,neutral,nhiều thời gian hơn để gặp giáo viên thực hành lớp
"giải thích tất cả nội dung mới , nói sơ lược về nội dung cũ .",positive,giải thích tất cả nội dung mới nói sơ lược về nội dung cũ
"lý thuyết chưa học những phần mà thực hành dạy , học thực hành quá sơ sài .",negative,lý thuyết chưa học những phần mà thực hành dạy học thực hành sơ sài
em nghĩ việc lớn lao nhất của giáo viên làm đó là truyền cảm hứng và truyền đạt kiến thức cho sinh viên của mình !,positive,nghĩ việc lớn lao nhất giáo viên làm truyền cảm hứng truyền đạt kiến thức sinh viên
"cô dạy hay , dễ hiểu , thân thiện với lớp .",positive,cô dạy hay dễ hiểu thân thiện lớp
không dạy lướt và áp dụng những phần chưa học vào tiết học hiện tại .,negative,dạy lướt áp dụng những phần chưa học vào tiết học hiện tại
"cô vui tính , dạy hay và dễ hiểu .",positive,cô vui tính dạy hay dễ hiểu
nhiều chỗ hay dạy còn hơi nhanh .,negative,nhiều chỗ hay dạy hơi nhanh
rất thu hút .,positive,thu hút
nên cho thêm bài tập .,negative,thêm bài tập
máy chiếu thường có vấn đề ở phòng wzjwz145 .,negative,máy chiếu thường vấn đề phòng wzjwz
kỹ lưỡng .,positive,kỹ lưỡng
nên nhiều vấn đề thầy giảng còn hơi mông lung khó hiểu .,positive,nhiều vấn đề thầy giảng hơi mông lung khó hiểu
"giảng viên siết chặt hơn nữa việc báo cáo tiến độ , tránh tình trạng các nhóm bao che cho nhau .",negative,giảng viên siết chặt hơn nữa việc báo cáo tiến độ tránh tình trạng các nhóm bao che nhau
giảng viên nên tạo ra không khí vui vẻ để sinh viên có thể thoải mái nói bằng tiếng anh .,negative,giảng viên tạo ra không khí vui vẻ để sinh viên có thể thoải mái nói bằng tiếng
"nội dung thầy dạy còn thiếu ở chỗ lý thuyết , thời gian trên lớp còn chưa được tận dụng ở mức tốt , thời gian rỗi còn nhiều mà trong khi thầy vẫn chưa dạy lại .",negative,nội dung thầy dạy thiếu chỗ lý thuyết thời gian lớp chưa tận dụng mức tốt thời gian rỗi nhiều mà khi thầy vẫn chưa dạy lại
"ở những ngày đầu thầy khá khó khăn trong việc báo cáo , không giảng kỹ và thời gian có bị trì hoãn nên có hơi khó khăn trong việc chuẩn bị bài báo cáo .",negative,những ngày đầu thầy khá khó khăn việc báo cáo giảng kỹ thời gian trì hoãn hơi khó khăn việc chuẩn bị bài báo cáo
trong quá trình dạy hướng dẫn chi tiết .,positive,quá trình dạy hướng dẫn chi tiết
"giảng viên tận tình , không khí giờ học không áp lực .",positive,giảng viên tận tình không khí giờ học áp lực
"sẵn sàng giảng lại nếu một bạn nào đó không hiểu , nhiều lần cho đến khi bạn hiểu rõ vấn đề .",positive,sẵn sàng giảng lại nếu một nào hiểu nhiều lần đến khi hiểu rõ vấn đề
"viết bài nhiều , học ngoài giờ nhiều .",positive,viết bài nhiều học giờ nhiều
"thầy hướng dẫn rất tận tình , chu đáo , giảng dễ hiểu .",positive,thầy hướng dẫn tận tình chu đáo giảng dễ hiểu
thầy truyền đạt rất nhiệt tình và dễ hiểu .,positive,thầy truyền đạt nhiệt tình dễ hiểu
cô nên dạy nội dung thực tiễn của nội dung môn học với cuộc sống hơn .,negative,cô dạy nội dung thực tiễn nội dung môn học cuộc sống hơn
cập nhật thông tin môn học trên courses .,negative,cập nhật thông tin môn học courses
"em không biết là do giảng viên hay do bộ môn phân bổ cách dạy như vậy nhưng em hi vọng chất lượng sẽ ngày được cải thiện , chúng em là sinh viên học để sau này đi làm chứ không phải học để qua môn , và tiếng anh lại rất cần thiết co ngành nghề của chúng em .",negative,biết do giảng viên hay do bộ môn phân bổ cách dạy như vậy nhưng hi vọng chất lượng ngày cải thiện chúng em sinh viên học để sau này đi làm chứ học để qua môn tiếng lại cần thiết co ngành nghề chúng em
dạy dễ hiểu nhiệt tình .,positive,dạy dễ hiểu nhiệt tình
"giảng viên nhiệt tình , quan tâm , dạy tốt .",positive,giảng viên nhiệt tình quan tâm dạy tốt
"môn học đòi hỏi máy tính sinh viên thực hành có cấu hình cao tuy nhiên , có nhiều sinh viên không thể đảm bao điều kiện .",negative,môn học đòi hỏi máy tính sinh viên thực hành cấu hình cao tuy nhiên nhiều sinh viên không thể đảm bao điều kiện
nên upload nội dung học sau mỗi bữa vào module để sinh viên không đi học bữa đó nắm được mình sẽ cần chuẩn bị những gì vào buổi sau .,negative,upload nội dung học mỗi bữa vào module để sinh viên đi học bữa nắm chuẩn bị những gì vào buổi
em nghĩ môn này nên làm đồ án thay cho thi tập trung .,negative,nghĩ môn làm đồ án thay thi tập trung
có nhiều giờ chữa và giải bài tập hơn nữa .,negative,nhiều giờ chữa giải bài tập hơn nữa
"chỉ nên cho làm những bài tập vừa và ngắn , trong quá trình làm bài tập thì giúp đỡ những sinh viên chưa hiểu bài , không bỏ ra ngoài .",negative,chỉ làm những bài tập vừa ngắn quá trình làm bài tập thì giúp đỡ những sinh viên chưa hiểu bài bỏ ra
thầy dạy học phần 2 hơi khó chịu .,negative,thầy dạy học phần hơi khó chịu
không được đánh mạnh .,negative,đánh mạnh
vui vẻ với sinh viên .,positive,vui vẻ sinh viên
giải đáp thắc mắc nhiệt tình ( nếu hỏi trực tiếp ) .,positive,giải đáp thắc mắc nhiệt tình nếu hỏi trực tiếp
thầy wzjwz77 dạy rất hay và tận tâm .,positive,thầy wzjwz dạy hay tận tâm
"hơi nghiêm quá , nhưng không vấn đề , rất ok .",positive,hơi nghiêm nhưng vấn đề ok
giảng viên gần như không có mặt ở lớp .,negative,giảng viên gần như có mặt lớp
em biết điều này hơi khó nhưng liệu thầy có thể luyện giọng địa phương được không ạ .,negative,biết điều hơi khó nhưng liệu thầy có thể luyện giọng địa phương
có phần thầy nói hơi nhanh .,negative,phần thầy nói hơi nhanh
thầy không hay đưa bài tập làm .,negative,thầy hay đưa bài tập làm
"lên lớp đúng giờ , xử lý về điểm số rất chính xác .",positive,lên lớp đúng giờ xử lý về điểm số chính xác
bài giảng rõ ràng .,positive,bài giảng rõ ràng
làm đồ án phải báo cáo mỗi 2 tuần .,positive,làm đồ án báo cáo mỗi tuần
các slide và tài liệu thầy cung cấp cụ thể .,positive,các slide tài liệu thầy cung cấp cụ thể
"thầy cho chép nhiều quá , nên làm thành ebook để sinh viên được theo dõi phù hợp hơn .",negative,thầy chép nhiều làm thành ebook để sinh viên theo dõi phù hợp hơn
không giao bài tập .,negative,giao bài tập
"giảng viên nhiệt tình , giảng dạy kiến thức thực tiễn .",positive,giảng viên nhiệt tình giảng dạy kiến thức thực tiễn
được nói cặp .,positive,nói cặp
"thái độ giảng dạy chưa nhiệt tình , khô khan .",negative,thái độ giảng dạy chưa nhiệt tình khô khan
luyện tập tốt .,positive,luyện tập tốt
"phòng học cần mát mẻ và ít bụi hơn , các bộ mạch , bộ kit thí nghiệm trong phòng lab khoa wzjwz38 cần được bảo trì , sửa chữa thường xuyên , hầu như là không còn cái nào đảm bao chất lượng cả , có cái thì hỏng một ít có cái thì hỏng hết để đấy .",negative,phòng học mát mẻ ít bụi hơn các bộ mạch bộ kit thí nghiệm phòng lab khoa wzjwz bảo trì sửa chữa thường xuyên hầu như cái nào đảm bao chất lượng cả cái thì hỏng một ít cái thì hỏng hết để đấy
tốt rồi .,positive,tốt rồi
thầy rất nhiệt tình giảng dạy và giải đáp thắc mắc của sinh viên !,positive,thầy nhiệt tình giảng dạy giải đáp thắc mắc sinh viên
giảng viên có trình độ tốt .,positive,giảng viên trình độ tốt
"thầy vui tính , hòa đồng với sinh viên , giúp sinh viên tự chủ trong học tập .",positive,thầy vui tính hòa đồng sinh viên giúp sinh viên tự chủ học tập
cần thống nhất giữa chương trình lý thuyết và thực hành để tránh tình trạng thực hành trước lý thuyết .,negative,thống nhất chương trình lý thuyết thực hành để tránh tình trạng thực hành lý thuyết
thầy đẹp trai .,positive,thầy đẹp trai
không phải là không hài lòng mà khiếm khuyết nhỏ là giọng nói khi giảng dạy tuy hơi khó nghe .,negative,hài lòng mà khiếm khuyết nhỏ giọng nói khi giảng dạy tuy hơi khó nghe
thầy nên sử dụng micro để giảng bài .,negative,thầy sử dụng micro để giảng bài
"giảng viên hòa đồng , giảng dạy dễ hiểu .",positive,giảng viên hòa đồng giảng dạy dễ hiểu
sau mỗi định lý nên có ví dụ và chữa chi tiết ngay .,negative,mỗi định lý ví dụ chữa chi tiết ngay
"giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng đầy đủ , ví dụ bài học sinh động , sâu sắc .",positive,giảng viên giảng dạy nhiệt tình chi tiết slide bài giảng đầy đủ ví dụ bài học sinh động sâu sắc
phần học lý thuyết suông .,negative,phần học lý thuyết suông
"thầy vui tính , dạy kỹ .",positive,thầy vui tính dạy kỹ
"nhiệt tình , truyền cảm hứng tò mò nghiên cứu , khích lệ tinh thần học tập .",positive,nhiệt tình truyền cảm hứng tò mò nghiên cứu khích lệ tinh thần học tập
phòng máy nên được nâng cấp .,negative,phòng máy nâng cấp
dạy dài khó hiểu .,negative,dạy dài khó hiểu
"về cách chấm điểm đồ án cuối kỳ , giảng viên hoàn toàn chấm theo cảm tính mà không có bất cứ một thang điểm cụ thể nào .",negative,về cách chấm điểm đồ án cuối kỳ giảng viên hoàn toàn chấm theo cảm tính mà bất cứ một thang điểm cụ thể nào
thầy giảng dạy nhiệt tình dễ hiểu .,positive,thầy giảng dạy nhiệt tình dễ hiểu
có nhiều hình thức giảng dạy mới giúp sinh viên tiếp thu kiến thức dễ dàng .,positive,nhiều hình thức giảng dạy mới giúp sinh viên tiếp thu kiến thức dễ dàng
đưa ra lịch thự hành các môn trước khi đăng ký môn học .,negative,đưa ra lịch thự hành các môn khi đăng ký môn học
thầy dạy nhiệt tình nhưng hơi buồn ngủ !,negative,thầy dạy nhiệt tình nhưng hơi buồn ngủ
lớp đông sinh viên mà thầy viết chữ nhỏ quá không thấy gì hết .,negative,lớp đông sinh viên mà thầy viết chữ nhỏ thấy gì hết
nên tăng thêm thời gian học .,negative,tăng thêm thời gian học
"thầy dạy hay , rất dễ hiểu , đi dạy đúng giờ , cởi mở với học sinh .",positive,thầy dạy hay dễ hiểu đi dạy đúng giờ cởi mở học sinh
nói chung là không có vấn đề tiêu cực với phương pháp của cô .,neutral,nói chung vấn đề tiêu cực phương pháp cô
"giảng viên dạy nhanh các ngữ pháp , nhưng cần phải upload tài liệu lên moodle , vì giảng viên giảng bài quá nhanh nên sinh viên không theo kịp .",negative,giảng viên dạy nhanh các ngữ pháp nhưng upload tài liệu lên moodle vì giảng viên giảng bài nhanh sinh viên theo kịp
giáo viên không lên lớp .,negative,giáo viên lên lớp
vì thời gian trong lớp tập trung hơn .,neutral,vì thời gian lớp tập trung hơn
"cô dạy nhiệt tình , dễ hiểu , nguồn kiến thức dồi dào .",positive,cô dạy nhiệt tình dễ hiểu nguồn kiến thức dồi dào
"thầy rất nhiệt tình , giảng dạy những kiến thức rất bổ ích .",positive,thầy nhiệt tình giảng dạy những kiến thức bổ ích
có thầy dạy rất nhiệt tình và dễ hiểu .,positive,thầy dạy nhiệt tình dễ hiểu
"bám quá nhiều vào giáo trình , cần giảng nhiều hơn các ví dụ như vậy sinh viên mới dễ ứng dụng .",negative,bám nhiều vào giáo trình giảng nhiều hơn các ví dụ như vậy sinh viên mới dễ ứng dụng
giảng viên giảng dạy tốt .,positive,giảng viên giảng dạy tốt
"cung cấp kiến thức bổ ích , dễ tiếp thu .",positive,cung cấp kiến thức bổ ích dễ tiếp thu
trang thiết bị tốt .,positive,trang thiết bị tốt
